	medcodeid	observations	term	snomedctconceptid	Typei	Typeii	unknowntype/other
1453	a12224771000006110	1	Vitreous haemorrhage with diabetes mellitus	312910009	0	0	1
1454	a12218471000006119	1	Mixed sensorimotor polyneuropathy co-occurrent and due to diabetes mellitus	126534007	0	0	1
1455	a12180901000006116	1	DRPN - diabetic radiculoplexus neuropathy	39181008	0	0	1
1456	a3115111000006117	1	Diarrhoea in diabetes	38205001	0	0	1
1457	a14083881000006113	1	Ketoacidotic coma due to type 1 diabetes mellitus	421075007	1	0	0
1458	a12370381000006111	1	Peripheral neuropathy with type 2 diabetes	1.51E+12	0	1	0
1459	a14917951000006110	1	DSMQ (Diabetes Self Management Questionnaire) Cooperation with diabetes team score	1.46E+15	0	0	1
1460	a14918101000006113	1	Diabetes Self Management Questionnaire Medication Taking score	1.47E+15	0	0	1
1461	a13965721000006114	1	Severe nonproliferative diabetic retinopathy with venous beading	870420005	0	0	1
1462	a9313421000006110	1	Diabetic ulcer of left foot due to diabetes mellitus type 2	1.07E+16	0	1	0
1463	a3050291000006112	1	Adult diabetes diet	34170007	0	0	1
1464	a13973601000006116	1	Centrally involved macular oedema due to diabetes mellitus	871778008	0	0	1
1465	a14918941000006112	1	Insulin priming dose	1.52E+15	0	0	1
1466	a13947531000006116	1	Education about administration of insulin using insulin pump	846662007	0	0	1
1467	a12078921000006111	1	Diabetic cataract of right eye	768792007	0	0	1
1468	a12102611000006110	1	Clinically significant macular oedema due to diabetes mellitus	770097006	0	0	1
1469	a14691581000006115	1	Assessment using Type 1 Diabetes Distress Scale	1.37E+15	1	0	0
1470	a14077851000006118	1	Diffuse exudative maculopathy due to diabetes mellitus	314010006	0	0	1
1471	a2493341000000118	1	Young Townson FootSkin Scale for Diabetic Neuropathy	9.80E+14	0	0	1
1472	a8030601000006119	1	Macular oedema and retinopathy due to type 2 diabetes mellitus	9.73E+13	0	1	0
1473	a8284561000006111	1	Assessment of diabetic ulcer of lower leg	8.44E+14	0	0	1
1474	a8014501000006115	1	Diabetes mellitus type 1 without retinopathy	3.13E+13	1	0	0
1475	a8022481000006112	1	Peripheral neuropathy due to type 1 diabetes mellitus	7.18E+13	1	0	0
1476	a8019521000006112	1	Nonproliferative diabetic retinopathy due to type 1 diabetes mellitus	6.10E+13	1	0	0
1477	a8019531000006110	1	Proliferative retinopathy due to type 1 diabetes mellitus	6.10E+13	1	0	0
1478	a14174321000006116	1	Chronic kidney disease stage 5 due to drug induced diabetes mellitus	3.68E+14	0	0	1
1479	a14174261000006117	1	Nephropathy due to drug induced diabetes mellitus	3.68E+14	0	0	1
1480	a8050101000006114	1	Type 2 diabetes mellitus controlled by diet	1.65E+14	0	1	0
1481	a8044011000006117	1	Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus	1.40E+14	0	1	0
1482	a8044041000006118	1	Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus	1.40E+14	0	1	0
1483	a8026031000006115	1	Heel AND/OR midfoot ulcer due to type 2 diabetes mellitus	8.75E+13	0	1	0
1484	a8026061000006112	1	Heel AND/OR midfoot ulcer due to type 1 diabetes mellitus	8.75E+13	1	0	0
1485	a14920381000006111	1	Automated predictive low glucose suspend of insulin delivery using sensor augmented insulin pump device	1.60E+15	0	0	1
1486	a8027411000006115	1	Chronic kidney disease stage 2 due to type 1 diabetes mellitus	9.07E+13	1	0	0
1487	a14757801000006116	1	Fulminant type 1 diabetes mellitus	1217068008	1	0	0
1488	a7968951000006118	1	Diabetic peripheral neuropathy associated with type II diabetes mellitus	1.51E+12	0	1	0
1489	a7969151000006110	1	Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus	1.55E+12	0	1	0
1490	a7979721000006113	1	Diabetic foot exam not done	4.55E+12	0	0	1
1491	a14811151000006114	1	Assessment using diabetes management self-efficacy scale United Kingdom 15-item	1.37E+15	0	0	1
1492	a14181871000006115	1	Severe nonproliferative diabetic retinopathy of bilateral eyes due to diabetes mellitus type 1	1.67E+16	1	0	0
1493	a14182011000006110	1	Bilateral proliferative retinopathy of eyes due to diabetes mellitus type 1	1.67E+16	1	0	0
1494	a8107641000006119	1	Advised to contact diabetic liaison nurse	3.36E+14	0	0	1
1495	a14094571000006111	1	Neuropathic arthropathy due to type 2 diabetes mellitus	7.81E+11	0	1	0
1496	a14072481000006114	1	Chronic painful polyneuropathy due to diabetes mellitus	230575000	0	0	1
1497	a12085031000006111	1	Preproliferative retinopathy of right eye co-occurrent and due to diabetes mellitus	769181007	0	0	1
1498	a12085271000006115	1	Severe nonproliferative retinopathy of right eye due to diabetes mellitus	769187006	0	0	1
1499	a12085281000006117	1	Severe NPDR (nonproliferative diabetic retinopathy) of right eye	769187006	0	0	1
1500	a1713371000006112	1	Diabetic medicine	1.71E+15	0	0	1
1501	a6515451000006111	1	On examination - diabetic maculopathy present both eyes	390854003	0	0	1
1502	a6630641000006118	1	High risk proliferative diabetic retinopathy not amenable to photocoagulation	399869005	0	0	1
1503	a6630671000006114	1	Non-high-risk proliferative diabetic retinopathy with no macular edema	399870006	0	0	1
1504	a6630801000006119	1	Proliferative diabetic retinopathy - high risk with clinically significant macular edema	399874002	0	0	1
1505	a6443841000006111	1	Insulin administration management	385794009	0	0	1
1506	a6977431000006113	1	Diabetes type 2 with ketoacidosis	421750000	0	1	0
1507	a6954991000006112	1	Exudative maculopathy associated with type I diabetes mellitus	420486006	1	0	0
1508	a7069481000006115	1	Small vessel disease due to type 2 diabetes mellitus	427134009	0	1	0
1509	a7081131000006113	1	Diabetic ophthalmoplegia	427943001	0	0	1
1510	a6811591000006115	1	Short-acting insulin	411531001	0	0	1
1511	a1824081000006117	1	Diabetes clinical pathway protocol followed	1.82E+15	0	0	1
1512	a1697221000006119	1	Adverse reaction to Ts-A Safety Insulin	1.70E+15	0	0	1
1513	a12085351000006119	1	Very severe nonproliferative diabetic retinopathy of right eye	769190000	0	0	1
1514	a2867421000006114	1	Insulin dependent diabetes mellitus type 1A	23045005	1	0	0
1515	a2867431000006112	1	Insulin dependent diabetes mellitus type IA	23045005	1	0	0
1518	a2575281000006111	1	Maternal diabetes mellitus with hypoglycaemia affecting fetus OR newborn	4783006	0	0	1
1519	a2683591000006110	1	Unstable diabetes mellitus	11530004	0	0	1
1520	a2920981000006117	1	Diabetic coma	26298008	0	0	1
1521	a3039971000006114	1	"Pineal hyperplasia, insulin-resistant diabetes mellitus and somatic abnormalities"	33559001	0	0	1
1522	a1891061000006117	1	Participant in Diabetes Aerobic and Resistance Exercise study	1.89E+15	0	0	1
1523	a1858811000006114	1	AURAS-AF - consider the patient to have diabetes	1.86E+15	0	0	1
1524	a1984081000006115	1	Manchester triage - Diabetes	1.98E+15	0	0	1
1525	a7704351000006117	1	Neovascular glaucoma due to diabetes mellitus	713457002	0	0	1
1526	a7233161000006117	1	Initiation of first time insulin therapy	440163003	0	0	1
1527	a7484011000006111	1	Discussion about diabetic ketoacidosis in pregnancy	473180009	0	0	1
1528	a7500251000006116	1	Pregnancy and type 1 diabetes mellitus	609566000	1	0	0
1529	a12085411000006113	1	Very severe NPDR (nonproliferative diabetic retinopathy) of left eye	769191001	0	0	1
1530	a12085801000006113	1	Macular oedema due to type 1 diabetes mellitus	769219006	1	0	0
1531	a12086321000006119	1	Maculopathy of left eye due to diabetes mellitus	769245002	0	0	1
1532	a12086341000006114	1	Disorder of left macula co-occurrent and due to diabetes mellitus	769245002	0	0	1
1533	a13949541000006118	1	No retinopathy of left eye due to diabetes mellitus	860706000	0	0	1
1534	a13949731000006118	1	Bilateral maculopathy due to diabetes mellitus present	860712005	0	0	1
1535	a5792231000006112	1	Biphasic insulin adverse reaction	293179004	0	0	1
1536	a4808891000006119	1	Diabetic cheirarthropathy	201723002	0	0	1
1537	a4807571000006117	1	Ischemic ulcer diabetic foot	201250006	0	0	1
1538	a6041331000006116	1	Diffuse diabetic maculopathy	314010006	0	0	1
1539	a6041421000006113	1	Ischemic diabetic maculopathy	314014002	0	0	1
1540	a6050041000006115	1	Insulin dependent diabetes mellitus with hypoglycaemic coma	314771006	0	0	1
1541	a5949691000006115	1	Referral by diabetic liaison nurse	306032006	0	0	1
1542	a5127711000006113	1	Insulin injection pad	238894004	0	0	1
1543	a5110101000006119	1	Hypoglycemic state in diabetes	237633009	0	0	1
1544	a5110081000006110	1	Hypoglycemic event in diabetes	237632004	0	0	1
1545	a5513671000006116	1	Hemoglobin A1C - diabetic control interpretation	269823000	0	0	1
1546	a5030691000006115	1	Proliferative diabetic retinopathy with new vessels on disc	232021008	0	0	1
1547	a5030741000006118	1	Proliferative diabetic retinopathy with new vessels elsewhere than on disc	232022001	0	0	1
1548	a7303881000006118	1	Macroalbuminuric diabetic nephropathy	445170001	0	0	1
1549	a7287621000006117	1	Type I diabetes mellitus uncontrolled	444073006	1	0	0
1550	a7287641000006112	1	Type 1 diabetes mellitus well controlled	444074000	1	0	0
1551	a7306781000006119	1	Unstable type II diabetes mellitus	445353002	0	1	0
1552	a5942001000006110	1	Under care of diabetic liaison nurse	305561005	0	0	1
